1.1;0;0.05;0.1;0.15;0.2;0.25;0.3;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7;0.75;0.8;0.85;0.9;0.95;
0;1.2035;1.2035;1.2036;1.2037;1.2039;1.2042;1.2044;1.2048;1.2052;1.2057;1.2062;1.213;1.2435;1.2774;1.3146;1.3551;1.3987;1.4457;1.4959;1.5496;
500;1.146;1.1461;1.1461;1.1463;1.1464;1.1467;1.1469;1.1473;1.1477;1.1481;1.149;1.1581;1.1871;1.2196;1.2552;1.294;1.336;1.3811;1.4294;1.481;
1000;1.0907;1.0907;1.0908;1.0909;1.0911;1.0913;1.0916;1.0919;1.0923;1.0928;1.0935;1.1051;1.1328;1.1637;1.1978;1.2348;1.2751;1.3185;1.365;1.4146;
1500;1.0374;1.0374;1.0375;1.0376;1.0377;1.038;1.0382;1.0385;1.0389;1.0394;1.0399;1.0539;1.0804;1.1098;1.1423;1.1777;1.2162;1.2578;1.3025;1.3502;
2000;0.98604;0.98607;0.98613;0.98625;0.98643;0.98662;0.98689;0.98721;0.98758;0.98805;0.98706;1.0047;1.0299;1.0579;1.0888;1.1225;1.1593;1.1991;1.2419;1.2878;
2500;0.93667;0.93669;0.93676;0.93687;0.93706;0.93724;0.9375;0.93782;0.93818;0.93866;0.93725;0.95711;0.9812;1.0079;1.0373;1.0693;1.1044;1.1424;1.1833;1.2273;
3000;0.88919;0.88922;0.88928;0.88939;0.88959;0.88976;0.89002;0.89032;0.89068;0.89116;0.89089;0.91123;0.93425;0.95973;0.98764;1.0181;1.0514;1.0876;1.1267;1.1688;
3500;0.84355;0.84358;0.84364;0.84375;0.84392;0.84412;0.84438;0.84468;0.84504;0.84551;0.84742;0.86698;0.88898;0.91327;0.93987;0.96888;1.0005;1.0348;1.0721;1.1122;
4000;0.79971;0.79973;0.7998;0.79991;0.80007;0.80027;0.80052;0.80083;0.80118;0.80165;0.80559;0.82429;0.84531;0.86848;0.89383;0.92145;0.95147;0.98405;1.0194;1.0576;
4500;0.75761;0.75764;0.7577;0.75781;0.75797;0.75817;0.75842;0.75872;0.75907;0.75953;0.76526;0.78313;0.8032;0.8253;0.84947;0.87578;0.90434;0.93527;0.96878;1.0051;
5000;0.71721;0.71724;0.7173;0.71741;0.71757;0.71777;0.71802;0.71832;0.71866;0.7191;0.72639;0.74345;0.7626;0.78367;0.80671;0.83179;0.85898;0.88839;0.92018;0.95452;
