Lever,Altitude_ft,Mach,Thrust_N,TSFC_kg_per_Ns,TSFC_unit_flag,Valid,Error
0.2,26000.0,0.26,,,,0,The FL is out of range.
0.2,26000.0,0.28,,,,0,The FL is out of range.
0.2,26000.0,0.3,,,,0,The FL is out of range.
0.2,26000.0,0.32,,,,0,The FL is out of range.
0.2,26000.0,0.34,,,,0,The FL is out of range.
0.2,26000.0,0.36,,,,0,The FL is out of range.
0.2,26000.0,0.38,,,,0,The FL is out of range.
0.2,26000.0,0.4,,,,0,The FL is out of range.
0.2,26000.0,0.42,,,,0,The FL is out of range.
0.2,26000.0,0.44,,,,0,The FL is out of range.
0.2,26000.0,0.46,,,,0,The FL is out of range.
0.2,26000.0,0.48,,,,0,The FL is out of range.
0.2,26000.0,0.5,,,,0,The FL is out of range.
0.2,26000.0,0.52,,,,0,The FL is out of range.
0.2,26000.0,0.54,,,,0,The FL is out of range.
0.2,26000.0,0.56,,,,0,The FL is out of range.
0.2,26000.0,0.58,,,,0,The FL is out of range.
0.2,26000.0,0.6,,,,0,The FL is out of range.
0.2,26000.0,0.62,,,,0,The FL is out of range.
0.2,26000.0,0.64,,,,0,The FL is out of range.
0.2,26000.0,0.66,,,,0,The FL is out of range.
0.2,26000.0,0.68,,,,0,The FL is out of range.
0.2,26000.0,0.7000000000000001,,,,0,The FL is out of range.
0.2,26000.0,0.72,,,,0,The FL is out of range.
0.2,26000.0,0.74,,,,0,The FL is out of range.
0.2,26000.0,0.76,,,,0,The FL is out of range.
0.2,26000.0,0.78,,,,0,The FL is out of range.
0.2,26000.0,0.8,,,,0,The FL is out of range.
0.2,26000.0,0.8200000000000001,,,,0,The FL is out of range.
0.2,26000.0,0.84,,,,0,The FL is out of range.
0.2,26000.0,0.86,,,,0,The FL is out of range.
0.2,26000.0,0.88,,,,0,The FL is out of range.
0.2,26000.0,0.9,,,,0,The FL is out of range.
0.2,26000.0,0.92,,,,0,The FL is out of range.
0.2,26000.0,0.9400000000000001,,,,0,The FL is out of range.
0.2,26000.0,0.96,,,,0,The mach number is out of range.
0.2,26000.0,0.98,,,,0,The mach number is out of range.
0.2,26000.0,1.0,,,,0,The mach number is out of range.
0.2,28000.0,0.0,,,,0,The FL is out of range.
0.2,28000.0,0.02,,,,0,The FL is out of range.
0.2,28000.0,0.04,,,,0,The FL is out of range.
0.2,28000.0,0.06,,,,0,The FL is out of range.
0.2,28000.0,0.08,,,,0,The FL is out of range.
0.2,28000.0,0.1,,,,0,The FL is out of range.
0.2,28000.0,0.12,,,,0,The FL is out of range.
0.2,28000.0,0.14,,,,0,The FL is out of range.
0.2,28000.0,0.16,,,,0,The FL is out of range.
0.2,28000.0,0.18,,,,0,The FL is out of range.
0.2,28000.0,0.2,,,,0,The FL is out of range.
0.2,28000.0,0.22,,,,0,The FL is out of range.
0.2,28000.0,0.24,,,,0,The FL is out of range.
0.2,28000.0,0.26,,,,0,The FL is out of range.
0.2,28000.0,0.28,,,,0,The FL is out of range.
0.2,28000.0,0.3,,,,0,The FL is out of range.
0.2,28000.0,0.32,,,,0,The FL is out of range.
0.2,28000.0,0.34,,,,0,The FL is out of range.
0.2,28000.0,0.36,,,,0,The FL is out of range.
0.2,28000.0,0.38,,,,0,The FL is out of range.
0.2,28000.0,0.4,,,,0,The FL is out of range.
0.2,28000.0,0.42,,,,0,The FL is out of range.
0.2,28000.0,0.44,,,,0,The FL is out of range.
0.2,28000.0,0.46,,,,0,The FL is out of range.
0.2,28000.0,0.48,,,,0,The FL is out of range.
0.2,28000.0,0.5,,,,0,The FL is out of range.
0.2,28000.0,0.52,,,,0,The FL is out of range.
0.2,28000.0,0.54,,,,0,The FL is out of range.
0.2,28000.0,0.56,,,,0,The FL is out of range.
0.2,28000.0,0.58,,,,0,The FL is out of range.
0.2,28000.0,0.6,,,,0,The FL is out of range.
0.2,28000.0,0.62,,,,0,The FL is out of range.
0.2,28000.0,0.64,,,,0,The FL is out of range.
0.2,28000.0,0.66,,,,0,The FL is out of range.
0.2,28000.0,0.68,,,,0,The FL is out of range.
0.2,28000.0,0.7000000000000001,,,,0,The FL is out of range.
0.2,28000.0,0.72,,,,0,The FL is out of range.
0.2,28000.0,0.74,,,,0,The FL is out of range.
0.2,28000.0,0.76,,,,0,The FL is out of range.
0.2,28000.0,0.78,,,,0,The FL is out of range.
0.2,28000.0,0.8,,,,0,The FL is out of range.
0.2,28000.0,0.8200000000000001,,,,0,The FL is out of range.
0.2,28000.0,0.84,,,,0,The FL is out of range.
0.2,28000.0,0.86,,,,0,The FL is out of range.
0.2,28000.0,0.88,,,,0,The FL is out of range.
0.2,28000.0,0.9,,,,0,The FL is out of range.
0.2,28000.0,0.92,,,,0,The FL is out of range.
0.2,28000.0,0.9400000000000001,,,,0,The FL is out of range.
0.2,28000.0,0.96,,,,0,The mach number is out of range.
0.2,28000.0,0.98,,,,0,The mach number is out of range.
0.2,28000.0,1.0,,,,0,The mach number is out of range.
0.2,30000.0,0.0,,,,0,The FL is out of range.
0.2,30000.0,0.02,,,,0,The FL is out of range.
0.2,30000.0,0.04,,,,0,The FL is out of range.
0.2,30000.0,0.06,,,,0,The FL is out of range.
0.2,30000.0,0.08,,,,0,The FL is out of range.
0.2,30000.0,0.1,,,,0,The FL is out of range.
0.2,30000.0,0.12,,,,0,The FL is out of range.
0.2,30000.0,0.14,,,,0,The FL is out of range.
0.2,30000.0,0.16,,,,0,The FL is out of range.
0.2,30000.0,0.18,,,,0,The FL is out of range.
0.2,30000.0,0.2,,,,0,The FL is out of range.
0.2,30000.0,0.22,,,,0,The FL is out of range.
0.2,30000.0,0.24,,,,0,The FL is out of range.
0.2,30000.0,0.26,,,,0,The FL is out of range.
0.2,30000.0,0.28,,,,0,The FL is out of range.
0.2,30000.0,0.3,,,,0,The FL is out of range.
0.2,30000.0,0.32,,,,0,The FL is out of range.
0.2,30000.0,0.34,,,,0,The FL is out of range.
0.2,30000.0,0.36,,,,0,The FL is out of range.
0.2,30000.0,0.38,,,,0,The FL is out of range.
0.2,30000.0,0.4,,,,0,The FL is out of range.
0.2,30000.0,0.42,,,,0,The FL is out of range.
0.2,30000.0,0.44,,,,0,The FL is out of range.
0.2,30000.0,0.46,,,,0,The FL is out of range.
0.2,30000.0,0.48,,,,0,The FL is out of range.
0.2,30000.0,0.5,,,,0,The FL is out of range.
0.2,30000.0,0.52,,,,0,The FL is out of range.
0.2,30000.0,0.54,,,,0,The FL is out of range.
0.2,30000.0,0.56,,,,0,The FL is out of range.
0.2,30000.0,0.58,,,,0,The FL is out of range.
0.2,30000.0,0.6,,,,0,The FL is out of range.
0.2,30000.0,0.62,,,,0,The FL is out of range.
0.2,30000.0,0.64,,,,0,The FL is out of range.
0.2,30000.0,0.66,,,,0,The FL is out of range.
0.2,30000.0,0.68,,,,0,The FL is out of range.
0.2,30000.0,0.7000000000000001,,,,0,The FL is out of range.
0.2,30000.0,0.72,,,,0,The FL is out of range.
0.2,30000.0,0.74,,,,0,The FL is out of range.
0.2,30000.0,0.76,,,,0,The FL is out of range.
0.2,30000.0,0.78,,,,0,The FL is out of range.
0.2,30000.0,0.8,,,,0,The FL is out of range.
0.2,30000.0,0.8200000000000001,,,,0,The FL is out of range.
0.2,30000.0,0.84,,,,0,The FL is out of range.
0.2,30000.0,0.86,,,,0,The FL is out of range.
0.2,30000.0,0.88,,,,0,The FL is out of range.
0.2,30000.0,0.9,,,,0,The FL is out of range.
0.2,30000.0,0.92,,,,0,The FL is out of range.
0.2,30000.0,0.9400000000000001,,,,0,The FL is out of range.
0.2,30000.0,0.96,,,,0,The mach number is out of range.
0.2,30000.0,0.98,,,,0,The mach number is out of range.
0.2,30000.0,1.0,,,,0,The mach number is out of range.
0.2,32000.0,0.0,,,,0,The FL is out of range.
0.2,32000.0,0.02,,,,0,The FL is out of range.
0.2,32000.0,0.04,,,,0,The FL is out of range.
0.2,32000.0,0.06,,,,0,The FL is out of range.
0.2,32000.0,0.08,,,,0,The FL is out of range.
0.2,32000.0,0.1,,,,0,The FL is out of range.
0.2,32000.0,0.12,,,,0,The FL is out of range.
0.2,32000.0,0.14,,,,0,The FL is out of range.
0.2,32000.0,0.16,,,,0,The FL is out of range.
0.2,32000.0,0.18,,,,0,The FL is out of range.
0.2,32000.0,0.2,,,,0,The FL is out of range.
0.2,32000.0,0.22,,,,0,The FL is out of range.
0.2,32000.0,0.24,,,,0,The FL is out of range.
0.2,32000.0,0.26,,,,0,The FL is out of range.
0.2,32000.0,0.28,,,,0,The FL is out of range.
0.2,32000.0,0.3,,,,0,The FL is out of range.
0.2,32000.0,0.32,,,,0,The FL is out of range.
0.2,32000.0,0.34,,,,0,The FL is out of range.
0.2,32000.0,0.36,,,,0,The FL is out of range.
0.2,32000.0,0.38,,,,0,The FL is out of range.
0.2,32000.0,0.4,,,,0,The FL is out of range.
0.2,32000.0,0.42,,,,0,The FL is out of range.
0.2,32000.0,0.44,,,,0,The FL is out of range.
0.2,32000.0,0.46,,,,0,The FL is out of range.
0.2,32000.0,0.48,,,,0,The FL is out of range.
0.2,32000.0,0.5,,,,0,The FL is out of range.
0.2,32000.0,0.52,,,,0,The FL is out of range.
0.2,32000.0,0.54,,,,0,The FL is out of range.
0.2,32000.0,0.56,,,,0,The FL is out of range.
0.2,32000.0,0.58,,,,0,The FL is out of range.
0.2,32000.0,0.6,,,,0,The FL is out of range.
0.2,32000.0,0.62,,,,0,The FL is out of range.
0.2,32000.0,0.64,,,,0,The FL is out of range.
0.2,32000.0,0.66,,,,0,The FL is out of range.
0.2,32000.0,0.68,,,,0,The FL is out of range.
0.2,32000.0,0.7000000000000001,,,,0,The FL is out of range.
0.2,32000.0,0.72,,,,0,The FL is out of range.
0.2,32000.0,0.74,,,,0,The FL is out of range.
0.2,32000.0,0.76,,,,0,The FL is out of range.
0.2,32000.0,0.78,,,,0,The FL is out of range.
0.2,32000.0,0.8,,,,0,The FL is out of range.
0.2,32000.0,0.8200000000000001,,,,0,The FL is out of range.
0.2,32000.0,0.84,,,,0,The FL is out of range.
0.2,32000.0,0.86,,,,0,The FL is out of range.
0.2,32000.0,0.88,,,,0,The FL is out of range.
0.2,32000.0,0.9,,,,0,The FL is out of range.
0.2,32000.0,0.92,,,,0,The FL is out of range.
0.2,32000.0,0.9400000000000001,,,,0,The FL is out of range.
0.2,32000.0,0.96,,,,0,The mach number is out of range.
0.2,32000.0,0.98,,,,0,The mach number is out of range.
0.2,32000.0,1.0,,,,0,The mach number is out of range.
0.2,34000.0,0.0,,,,0,The FL is out of range.
0.2,34000.0,0.02,,,,0,The FL is out of range.
0.2,34000.0,0.04,,,,0,The FL is out of range.
0.2,34000.0,0.06,,,,0,The FL is out of range.
0.2,34000.0,0.08,,,,0,The FL is out of range.
0.2,34000.0,0.1,,,,0,The FL is out of range.
0.2,34000.0,0.12,,,,0,The FL is out of range.
0.2,34000.0,0.14,,,,0,The FL is out of range.
0.2,34000.0,0.16,,,,0,The FL is out of range.
0.2,34000.0,0.18,,,,0,The FL is out of range.
0.2,34000.0,0.2,,,,0,The FL is out of range.
0.2,34000.0,0.22,,,,0,The FL is out of range.
0.2,34000.0,0.24,,,,0,The FL is out of range.
0.2,34000.0,0.26,,,,0,The FL is out of range.
0.2,34000.0,0.28,,,,0,The FL is out of range.
0.2,34000.0,0.3,,,,0,The FL is out of range.
0.2,34000.0,0.32,,,,0,The FL is out of range.
0.2,34000.0,0.34,,,,0,The FL is out of range.
0.2,34000.0,0.36,,,,0,The FL is out of range.
0.2,34000.0,0.38,,,,0,The FL is out of range.
0.2,34000.0,0.4,,,,0,The FL is out of range.
0.2,34000.0,0.42,,,,0,The FL is out of range.
0.2,34000.0,0.44,,,,0,The FL is out of range.
0.2,34000.0,0.46,,,,0,The FL is out of range.
0.2,34000.0,0.48,,,,0,The FL is out of range.
0.2,34000.0,0.5,,,,0,The FL is out of range.
0.2,34000.0,0.52,,,,0,The FL is out of range.
0.2,34000.0,0.54,,,,0,The FL is out of range.
0.2,34000.0,0.56,,,,0,The FL is out of range.
0.2,34000.0,0.58,,,,0,The FL is out of range.
0.2,34000.0,0.6,,,,0,The FL is out of range.
0.2,34000.0,0.62,,,,0,The FL is out of range.
0.2,34000.0,0.64,,,,0,The FL is out of range.
0.2,34000.0,0.66,,,,0,The FL is out of range.
0.2,34000.0,0.68,,,,0,The FL is out of range.
0.2,34000.0,0.7000000000000001,,,,0,The FL is out of range.
0.2,34000.0,0.72,,,,0,The FL is out of range.
0.2,34000.0,0.74,,,,0,The FL is out of range.
0.2,34000.0,0.76,,,,0,The FL is out of range.
0.2,34000.0,0.78,,,,0,The FL is out of range.
0.2,34000.0,0.8,,,,0,The FL is out of range.
0.2,34000.0,0.8200000000000001,,,,0,The FL is out of range.
0.2,34000.0,0.84,,,,0,The FL is out of range.
0.2,34000.0,0.86,,,,0,The FL is out of range.
0.2,34000.0,0.88,,,,0,The FL is out of range.
0.2,34000.0,0.9,,,,0,The FL is out of range.
0.2,34000.0,0.92,,,,0,The FL is out of range.
0.2,34000.0,0.9400000000000001,,,,0,The FL is out of range.
0.2,34000.0,0.96,,,,0,The mach number is out of range.
0.2,34000.0,0.98,,,,0,The mach number is out of range.
0.2,34000.0,1.0,,,,0,The mach number is out of range.
0.2,36000.0,0.0,,,,0,The FL is out of range.
0.2,36000.0,0.02,,,,0,The FL is out of range.
0.2,36000.0,0.04,,,,0,The FL is out of range.
0.2,36000.0,0.06,,,,0,The FL is out of range.
0.2,36000.0,0.08,,,,0,The FL is out of range.
0.2,36000.0,0.1,,,,0,The FL is out of range.
0.2,36000.0,0.12,,,,0,The FL is out of range.
0.2,36000.0,0.14,,,,0,The FL is out of range.
0.2,36000.0,0.16,,,,0,The FL is out of range.
0.2,36000.0,0.18,,,,0,The FL is out of range.
0.2,36000.0,0.2,,,,0,The FL is out of range.
0.2,36000.0,0.22,,,,0,The FL is out of range.
0.2,36000.0,0.24,,,,0,The FL is out of range.
0.2,36000.0,0.26,,,,0,The FL is out of range.
0.2,36000.0,0.28,,,,0,The FL is out of range.
0.2,36000.0,0.3,,,,0,The FL is out of range.
0.2,36000.0,0.32,,,,0,The FL is out of range.
0.2,36000.0,0.34,,,,0,The FL is out of range.
0.2,36000.0,0.36,,,,0,The FL is out of range.
0.2,36000.0,0.38,,,,0,The FL is out of range.
0.2,36000.0,0.4,,,,0,The FL is out of range.
0.2,36000.0,0.42,,,,0,The FL is out of range.
0.2,36000.0,0.44,,,,0,The FL is out of range.
0.2,36000.0,0.46,,,,0,The FL is out of range.
0.2,36000.0,0.48,,,,0,The FL is out of range.
0.2,36000.0,0.5,,,,0,The FL is out of range.
0.2,36000.0,0.52,,,,0,The FL is out of range.
0.2,36000.0,0.54,,,,0,The FL is out of range.
0.2,36000.0,0.56,,,,0,The FL is out of range.
0.2,36000.0,0.58,,,,0,The FL is out of range.
0.2,36000.0,0.6,,,,0,The FL is out of range.
0.2,36000.0,0.62,,,,0,The FL is out of range.
0.2,36000.0,0.64,,,,0,The FL is out of range.
0.2,36000.0,0.66,,,,0,The FL is out of range.
0.2,36000.0,0.68,,,,0,The FL is out of range.
0.2,36000.0,0.7000000000000001,,,,0,The FL is out of range.
0.2,36000.0,0.72,,,,0,The FL is out of range.
0.2,36000.0,0.74,,,,0,The FL is out of range.
0.2,36000.0,0.76,,,,0,The FL is out of range.
0.2,36000.0,0.78,,,,0,The FL is out of range.
0.2,36000.0,0.8,,,,0,The FL is out of range.
0.2,36000.0,0.8200000000000001,,,,0,The FL is out of range.
0.2,36000.0,0.84,,,,0,The FL is out of range.
0.2,36000.0,0.86,,,,0,The FL is out of range.
0.2,36000.0,0.88,,,,0,The FL is out of range.
0.2,36000.0,0.9,,,,0,The FL is out of range.
0.2,36000.0,0.92,,,,0,The FL is out of range.
0.2,36000.0,0.9400000000000001,,,,0,The FL is out of range.
0.2,36000.0,0.96,,,,0,The mach number is out of range.
0.2,36000.0,0.98,,,,0,The mach number is out of range.
0.2,36000.0,1.0,,,,0,The mach number is out of range.
0.2,38000.0,0.0,,,,0,The FL is out of range.
0.2,38000.0,0.02,,,,0,The FL is out of range.
0.2,38000.0,0.04,,,,0,The FL is out of range.
0.2,38000.0,0.06,,,,0,The FL is out of range.
0.2,38000.0,0.08,,,,0,The FL is out of range.
0.2,38000.0,0.1,,,,0,The FL is out of range.
0.2,38000.0,0.12,,,,0,The FL is out of range.
0.2,38000.0,0.14,,,,0,The FL is out of range.
0.2,38000.0,0.16,,,,0,The FL is out of range.
0.2,38000.0,0.18,,,,0,The FL is out of range.
0.2,38000.0,0.2,,,,0,The FL is out of range.
0.2,38000.0,0.22,,,,0,The FL is out of range.
0.2,38000.0,0.24,,,,0,The FL is out of range.
0.2,38000.0,0.26,,,,0,The FL is out of range.
0.2,38000.0,0.28,,,,0,The FL is out of range.
0.2,38000.0,0.3,,,,0,The FL is out of range.
0.2,38000.0,0.32,,,,0,The FL is out of range.
0.2,38000.0,0.34,,,,0,The FL is out of range.
0.2,38000.0,0.36,,,,0,The FL is out of range.
0.2,38000.0,0.38,,,,0,The FL is out of range.
0.2,38000.0,0.4,,,,0,The FL is out of range.
0.2,38000.0,0.42,,,,0,The FL is out of range.
0.2,38000.0,0.44,,,,0,The FL is out of range.
0.2,38000.0,0.46,,,,0,The FL is out of range.
0.2,38000.0,0.48,,,,0,The FL is out of range.
0.2,38000.0,0.5,,,,0,The FL is out of range.
0.2,38000.0,0.52,,,,0,The FL is out of range.
0.2,38000.0,0.54,,,,0,The FL is out of range.
0.2,38000.0,0.56,,,,0,The FL is out of range.
0.2,38000.0,0.58,,,,0,The FL is out of range.
0.2,38000.0,0.6,,,,0,The FL is out of range.
0.2,38000.0,0.62,,,,0,The FL is out of range.
0.2,38000.0,0.64,,,,0,The FL is out of range.
0.2,38000.0,0.66,,,,0,The FL is out of range.
0.2,38000.0,0.68,,,,0,The FL is out of range.
0.2,38000.0,0.7000000000000001,,,,0,The FL is out of range.
0.2,38000.0,0.72,,,,0,The FL is out of range.
0.2,38000.0,0.74,,,,0,The FL is out of range.
0.2,38000.0,0.76,,,,0,The FL is out of range.
0.2,38000.0,0.78,,,,0,The FL is out of range.
0.2,38000.0,0.8,,,,0,The FL is out of range.
0.2,38000.0,0.8200000000000001,,,,0,The FL is out of range.
0.2,38000.0,0.84,,,,0,The FL is out of range.
0.2,38000.0,0.86,,,,0,The FL is out of range.
0.2,38000.0,0.88,,,,0,The FL is out of range.
0.2,38000.0,0.9,,,,0,The FL is out of range.
0.2,38000.0,0.92,,,,0,The FL is out of range.
0.2,38000.0,0.9400000000000001,,,,0,The FL is out of range.
0.2,38000.0,0.96,,,,0,The mach number is out of range.
0.2,38000.0,0.98,,,,0,The mach number is out of range.
0.2,38000.0,1.0,,,,0,The mach number is out of range.
0.2,40000.0,0.0,,,,0,The FL is out of range.
0.2,40000.0,0.02,,,,0,The FL is out of range.
0.2,40000.0,0.04,,,,0,The FL is out of range.
0.2,40000.0,0.06,,,,0,The FL is out of range.
0.2,40000.0,0.08,,,,0,The FL is out of range.
0.2,40000.0,0.1,,,,0,The FL is out of range.
0.2,40000.0,0.12,,,,0,The FL is out of range.
0.2,40000.0,0.14,,,,0,The FL is out of range.
0.2,40000.0,0.16,,,,0,The FL is out of range.
0.2,40000.0,0.18,,,,0,The FL is out of range.
0.2,40000.0,0.2,,,,0,The FL is out of range.
0.2,40000.0,0.22,,,,0,The FL is out of range.
0.2,40000.0,0.24,,,,0,The FL is out of range.
0.2,40000.0,0.26,,,,0,The FL is out of range.
0.2,40000.0,0.28,,,,0,The FL is out of range.
0.2,40000.0,0.3,,,,0,The FL is out of range.
0.2,40000.0,0.32,,,,0,The FL is out of range.
0.2,40000.0,0.34,,,,0,The FL is out of range.
0.2,40000.0,0.36,,,,0,The FL is out of range.
0.2,40000.0,0.38,,,,0,The FL is out of range.
0.2,40000.0,0.4,,,,0,The FL is out of range.
0.2,40000.0,0.42,,,,0,The FL is out of range.
0.2,40000.0,0.44,,,,0,The FL is out of range.
0.2,40000.0,0.46,,,,0,The FL is out of range.
0.2,40000.0,0.48,,,,0,The FL is out of range.
0.2,40000.0,0.5,,,,0,The FL is out of range.
0.2,40000.0,0.52,,,,0,The FL is out of range.
0.2,40000.0,0.54,,,,0,The FL is out of range.
0.2,40000.0,0.56,,,,0,The FL is out of range.
0.2,40000.0,0.58,,,,0,The FL is out of range.
0.2,40000.0,0.6,,,,0,The FL is out of range.
0.2,40000.0,0.62,,,,0,The FL is out of range.
0.2,40000.0,0.64,,,,0,The FL is out of range.
0.2,40000.0,0.66,,,,0,The FL is out of range.
0.2,40000.0,0.68,,,,0,The FL is out of range.
0.2,40000.0,0.7000000000000001,,,,0,The FL is out of range.
0.2,40000.0,0.72,,,,0,The FL is out of range.
0.2,40000.0,0.74,,,,0,The FL is out of range.
0.2,40000.0,0.76,,,,0,The FL is out of range.
0.2,40000.0,0.78,,,,0,The FL is out of range.
0.2,40000.0,0.8,,,,0,The FL is out of range.
0.2,40000.0,0.8200000000000001,,,,0,The FL is out of range.
0.2,40000.0,0.84,,,,0,The FL is out of range.
0.2,40000.0,0.86,,,,0,The FL is out of range.
0.2,40000.0,0.88,,,,0,The FL is out of range.
0.2,40000.0,0.9,,,,0,The FL is out of range.
0.2,40000.0,0.92,,,,0,The FL is out of range.
0.2,40000.0,0.9400000000000001,,,,0,The FL is out of range.
0.2,40000.0,0.96,,,,0,The mach number is out of range.
0.2,40000.0,0.98,,,,0,The mach number is out of range.
0.2,40000.0,1.0,,,,0,The mach number is out of range.
0.4,0.0,0.0,61915.76000000001,6.947743191717262e-06,kg/(N·s),1,
0.4,0.0,0.02,59959.93600000001,7.175277838855597e-06,kg/(N·s),1,
0.4,0.0,0.04,58004.11200000001,7.418156836880805e-06,kg/(N·s),1,
0.4,0.0,0.06,56166.03999999999,7.662541991566433e-06,kg/(N·s),1,
0.4,0.0,0.08,54445.72,7.90700021966832e-06,kg/(N·s),1,
0.4,0.0,0.1,52725.4,8.16741077355506e-06,kg/(N·s),1,
0.4,0.0,0.12,51207.656,8.412912319204768e-06,kg/(N·s),1,
0.4,0.0,0.14,49689.912000000004,8.673411214735094e-06,kg/(N·s),1,
0.4,0.0,0.16,48257.192,8.934741167699936e-06,kg/(N·s),1,
0.4,0.0,0.18,46909.49600000001,9.195557334489375e-06,kg/(N·s),1,
0.4,0.0,0.2,45561.8,9.471803133326604e-06,kg/(N·s),1,
0.4,0.0,0.22,44355.33600000001,9.7347854607617e-06,kg/(N·s),1,
0.4,0.0,0.24,43148.872,1.0012474022495884e-05,kg/(N·s),1,
0.4,0.0,0.26,41999.112,1.0291998554636109e-05,kg/(N·s),1,
0.4,0.0,0.28,40906.056,1.057235143862317e-05,kg/(N·s),1,
0.4,0.0,0.3,39812.99999999999,1.0868098359832216e-05,kg/(N·s),1,
0.4,0.0,0.32,38804.84,1.1153901420544448e-05,kg/(N·s),1,
0.4,0.0,0.34,37796.67999999999,1.1454951069776501e-05,kg/(N·s),1,
0.4,0.0,0.36,36804.328,1.175957566729652e-05,kg/(N·s),1,
0.4,0.0,0.38,35827.78399999999,1.2067669047016698e-05,kg/(N·s),1,
0.4,0.0,0.4,34851.24,1.2393028196414247e-05,kg/(N·s),1,
0.4,0.0,0.42,33908.488000000005,1.271067940275013e-05,kg/(N·s),1,
0.4,0.0,0.44,32965.736,1.3046498946663896e-05,kg/(N·s),1,
0.4,0.0,0.46,32044.808000000005,1.3388767378478286e-05,kg/(N·s),1,
0.4,0.0,0.48,31145.704,1.3737337258454647e-05,kg/(N·s),1,
0.4,0.0,0.5,30246.600000000002,1.4106630166696421e-05,kg/(N·s),1,
0.4,0.0,0.52,29340.952,1.4476754537480582e-05,kg/(N·s),1,
0.4,0.0,0.54,28435.304,1.4870455402903376e-05,kg/(N·s),1,
0.4,0.0,0.56,29372.320000000003,1.5067042712322348e-05,kg/(N·s),1,
0.4,0.0,0.58,28478.56,1.5465037558078777e-05,kg/(N·s),1,
0.4,0.0,0.6,27584.800000000003,1.5888822829964325e-05,kg/(N·s),1,
0.4,0.0,0.62,31276.6,1.5742567926181234e-05,kg/(N·s),1,
0.4,0.0,0.64,30410.2,1.613465218906814e-05,kg/(N·s),1,
0.4,0.0,0.66,29571.200000000004,1.6536021534465965e-05,kg/(N·s),1,
0.4,0.0,0.68,28759.6,1.6946341395568787e-05,kg/(N·s),1,
0.4,0.0,0.7000000000000001,27947.999999999996,1.7380492342922575e-05,kg/(N·s),1,
0.4,0.0,0.72,32891.16000000001,1.7122570319806294e-05,kg/(N·s),1,
0.4,0.0,0.74,32176.920000000016,1.7504360268167363e-05,kg/(N·s),1,
0.4,0.0,0.76,31507.960000000014,1.7889181019653444e-05,kg/(N·s),1,
0.4,0.0,0.78,30884.28000000001,1.8275536939828286e-05,kg/(N·s),1,
0.4,0.0,0.8,30260.60000000001,1.8677818681718142e-05,kg/(N·s),1,
0.4,0.0,0.8200000000000001,36039.440000000024,1.831597827269236e-05,kg/(N·s),1,
0.4,0.0,0.84,35622.48000000003,1.8638320521198968e-05,kg/(N·s),1,
0.4,0.0,0.86,35248.160000000025,1.8953613465213503e-05,kg/(N·s),1,
0.4,0.0,0.88,34916.480000000025,1.9260475282731817e-05,kg/(N·s),1,
0.4,0.0,0.9,34584.80000000003,1.957322291873886e-05,kg/(N·s),1,
0.4,0.0,0.92,34284.24000000003,1.9882068262268607e-05,kg/(N·s),1,
0.4,0.0,0.9400000000000001,33983.68000000002,2.0196376613715756e-05,kg/(N·s),1,
0.4,0.0,0.96,,,,0,The mach number is out of range.
0.4,0.0,0.98,,,,0,The mach number is out of range.
0.4,0.0,1.0,,,,0,The mach number is out of range.
0.4,2000.0,0.0,51412.55999999999,6.787508733274517e-06,kg/(N·s),1,
0.4,2000.0,0.02,49831.584,7.003850409411028e-06,kg/(N·s),1,
0.4,2000.0,0.04,48250.60800000001,7.234369357584052e-06,kg/(N·s),1,
0.4,2000.0,0.06,46763.688,7.466316172496916e-06,kg/(N·s),1,
0.4,2000.0,0.08,45370.824,7.698388726640715e-06,kg/(N·s),1,
0.4,2000.0,0.1,43977.96000000001,7.945161621866953e-06,kg/(N·s),1,
0.4,2000.0,0.12,42747.16,8.178519461877701e-06,kg/(N·s),1,
0.4,2000.0,0.14,41516.36,8.425713622292511e-06,kg/(N·s),1,
0.4,2000.0,0.16,40353.952,8.673716021667469e-06,kg/(N·s),1,
0.4,2000.0,0.18,39259.935999999994,8.92130236788975e-06,kg/(N·s),1,
0.4,2000.0,0.2,38165.92,9.183082708342941e-06,kg/(N·s),1,
0.4,2000.0,0.22,37183.936,9.432795925638427e-06,kg/(N·s),1,
0.4,2000.0,0.24,36201.952000000005,9.69605616846296e-06,kg/(N·s),1,
0.4,2000.0,0.26,35265.808,9.961065970755587e-06,kg/(N·s),1,
0.4,2000.0,0.28,34375.504,1.0226908091296639e-05,kg/(N·s),1,
0.4,2000.0,0.3,33485.2,1.0506886624538603e-05,kg/(N·s),1,
0.4,2000.0,0.32,32664.559999999994,1.0777378296232984e-05,kg/(N·s),1,
0.4,2000.0,0.34,31843.920000000002,1.1061811485520625e-05,kg/(N·s),1,
0.4,2000.0,0.36,31041.512000000006,1.1349055419723109e-05,kg/(N·s),1,
0.4,2000.0,0.38,30257.336000000003,1.1638814468002074e-05,kg/(N·s),1,
0.4,2000.0,0.4,29473.16,1.1943992432436836e-05,kg/(N·s),1,
0.4,2000.0,0.42,28714.872,1.2240608977814703e-05,kg/(N·s),1,
0.4,2000.0,0.44,27956.584,1.2553316242070205e-05,kg/(N·s),1,
0.4,2000.0,0.46,27218.944,1.2870683006658894e-05,kg/(N·s),1,
0.4,2000.0,0.48,26501.952,1.3192356547925224e-05,kg/(N·s),1,
