Lever,mach_min_valid,mach_max_valid,altitude_min_ft_valid,altitude_max_ft_valid,tsfc_min_kg_per_Ns_at_lever,tsfc_max_kg_per_Ns_at_lever,valid_points_at_lever
0.0,0.0,0.9400000000000001,0.0,14000.0,6.281057531762443e-06,0.0004379496082621082,384
0.2,0.0,0.9400000000000001,0.0,14000.0,6.188472068032637e-06,2.5029792423024687e-05,384
0.4,0.0,0.9400000000000001,0.0,14000.0,6.288091332872929e-06,2.0196376613715756e-05,384
0.6000000000000001,0.0,0.9400000000000001,0.0,14000.0,6.704346791051995e-06,1.887746499085158e-05,384
0.8,0.0,0.9400000000000001,0.0,14000.0,7.577596993828543e-06,1.8421506671094896e-05,384
1.0,0.0,0.9400000000000001,0.0,14000.0,8.781719231525802e-06,1.8701589123508348e-05,384
